expanded_pair_id,comparison_case_id,evaluation_side,source_scenario_id,source_condition_id,source_turn_number,expansion_variant_id,counterfactual_id,counterfactual_group,counterfactual_description,legal_moves,legal_move_signature,observed_turn_number,observed_acting_energy,observed_opposing_energy,observed_energy_difference,predicted_action,quick_attack_probability,ascension_probability,quick_attack_minus_ascension,quick_attack_score_advantage,ascension_score_advantage,baseline_quick_attack_probability,baseline_ascension_probability,baseline_quick_attack_minus_ascension,baseline_predicted_action,quick_attack_probability_change,ascension_probability_change,score_margin_change,predicted_action_changed,ascension_overtook_quick_attack
4WE_PAIR_001_V04,4WE_PAIR_001_V04__OPPONENT,Opponent,T52_S001__BASELINE,BASELINE,2,EEVEE_ENERGY_ADVANTAGE,HIGH_ACTING_ENERGY,ENERGY_STATE,Increase the acting Pokémon to four attached energy.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,2,4.0,2.0,2.0,Quick Attack,0.718,0.182,0.536,True,False,0.712,0.188,0.524,Quick Attack,0.006000000000000005,-0.006000000000000005,0.01200000000000001,False,False
4WE_PAIR_001_V04,4WE_PAIR_001_V04__OPPONENT,Opponent,T52_S001__BASELINE,BASELINE,2,EEVEE_ENERGY_ADVANTAGE,ACTING_ENERGY_DISADVANTAGE,ENERGY_STATE,Set acting energy to two and opposing energy to four.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,2,2.0,4.0,-2.0,Quick Attack,0.708,0.194,0.514,True,False,0.712,0.188,0.524,Quick Attack,-0.0040000000000000036,0.006000000000000005,-0.010000000000000009,False,False
4WE_PAIR_001_V04,4WE_PAIR_001_V04__OPPONENT,Opponent,T52_S001__BASELINE,BASELINE,2,EEVEE_ENERGY_ADVANTAGE,ACTING_ENERGY_ADVANTAGE,ENERGY_STATE,Set acting energy to four and opposing energy to one.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,2,4.0,1.0,3.0,Quick Attack,0.714,0.186,0.528,True,False,0.712,0.188,0.524,Quick Attack,0.0020000000000000018,-0.0020000000000000018,0.0040000000000000036,False,False
4WE_PAIR_001_V04,4WE_PAIR_001_V04__OPPONENT,Opponent,T52_S001__BASELINE,BASELINE,2,EEVEE_ENERGY_ADVANTAGE,EARLY_TURN,TURN_STATE,Force the decision context to turn one.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,1,3.0,2.0,1.0,Quick Attack,0.702,0.176,0.526,True,False,0.712,0.188,0.524,Quick Attack,-0.010000000000000009,-0.01200000000000001,0.0020000000000000018,False,False
4WE_PAIR_001_V04,4WE_PAIR_001_V04__OPPONENT,Opponent,T52_S001__BASELINE,BASELINE,2,EEVEE_ENERGY_ADVANTAGE,LATE_TURN,TURN_STATE,Force the decision context to turn twelve.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,12,3.0,2.0,1.0,Quick Attack,0.718,0.18,0.538,True,False,0.712,0.188,0.524,Quick Attack,0.006000000000000005,-0.008000000000000007,0.014000000000000012,False,False
4WE_PAIR_001_V04,4WE_PAIR_001_V04__PLAYER,Player,T52_S001__BASELINE,BASELINE,2,EEVEE_ENERGY_ADVANTAGE,BASELINE,BASELINE,Preserve the original expanded case exactly.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,2,3.0,2.0,1.0,Quick Attack,0.714,0.186,0.528,True,False,0.714,0.186,0.528,Quick Attack,0.0,0.0,0.0,False,False
4WE_PAIR_001_V04,4WE_PAIR_001_V04__PLAYER,Player,T52_S001__BASELINE,BASELINE,2,EEVEE_ENERGY_ADVANTAGE,LEGAL_SIGNATURE_ASCENSION_ONLY,LEGAL_STRUCTURE,Expose Ascension as the only legal action.,['Ascension'],Ascension,2,3.0,2.0,1.0,Ascension,0.042,0.648,-0.606,False,True,0.714,0.186,0.528,Quick Attack,-0.6719999999999999,0.462,-1.134,True,True
4WE_PAIR_001_V04,4WE_PAIR_001_V04__PLAYER,Player,T52_S001__BASELINE,BASELINE,2,EEVEE_ENERGY_ADVANTAGE,LEGAL_SIGNATURE_QUICK_ATTACK_ONLY,LEGAL_STRUCTURE,Expose Quick Attack as the only legal action.,['Quick Attack'],Quick Attack,2,3.0,2.0,1.0,Ascension,0.156,0.404,-0.24800000000000003,False,True,0.714,0.186,0.528,Quick Attack,-0.5579999999999999,0.21800000000000003,-0.776,True,True
4WE_PAIR_001_V04,4WE_PAIR_001_V04__PLAYER,Player,T52_S001__BASELINE,BASELINE,2,EEVEE_ENERGY_ADVANTAGE,LOW_ACTING_ENERGY,ENERGY_STATE,Reduce the acting Pokémon to one attached energy.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,2,1.0,2.0,-1.0,Quick Attack,0.706,0.196,0.51,True,False,0.714,0.186,0.528,Quick Attack,-0.008000000000000007,0.010000000000000009,-0.018000000000000016,False,False
4WE_PAIR_001_V04,4WE_PAIR_001_V04__PLAYER,Player,T52_S001__BASELINE,BASELINE,2,EEVEE_ENERGY_ADVANTAGE,HIGH_ACTING_ENERGY,ENERGY_STATE,Increase the acting Pokémon to four attached energy.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,2,4.0,2.0,2.0,Quick Attack,0.718,0.182,0.536,True,False,0.714,0.186,0.528,Quick Attack,0.0040000000000000036,-0.0040000000000000036,0.008000000000000007,False,False
4WE_PAIR_001_V04,4WE_PAIR_001_V04__PLAYER,Player,T52_S001__BASELINE,BASELINE,2,EEVEE_ENERGY_ADVANTAGE,ACTING_ENERGY_DISADVANTAGE,ENERGY_STATE,Set acting energy to two and opposing energy to four.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,2,2.0,4.0,-2.0,Quick Attack,0.712,0.19,0.522,True,False,0.714,0.186,0.528,Quick Attack,-0.0020000000000000018,0.0040000000000000036,-0.006000000000000005,False,False
4WE_PAIR_001_V04,4WE_PAIR_001_V04__PLAYER,Player,T52_S001__BASELINE,BASELINE,2,EEVEE_ENERGY_ADVANTAGE,ACTING_ENERGY_ADVANTAGE,ENERGY_STATE,Set acting energy to four and opposing energy to one.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,2,4.0,1.0,3.0,Quick Attack,0.714,0.184,0.53,True,False,0.714,0.186,0.528,Quick Attack,0.0,-0.0020000000000000018,0.0020000000000000018,False,False
4WE_PAIR_001_V04,4WE_PAIR_001_V04__PLAYER,Player,T52_S001__BASELINE,BASELINE,2,EEVEE_ENERGY_ADVANTAGE,EARLY_TURN,TURN_STATE,Force the decision context to turn one.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,1,3.0,2.0,1.0,Quick Attack,0.704,0.174,0.53,True,False,0.714,0.186,0.528,Quick Attack,-0.010000000000000009,-0.01200000000000001,0.0020000000000000018,False,False
4WE_PAIR_001_V04,4WE_PAIR_001_V04__PLAYER,Player,T52_S001__BASELINE,BASELINE,2,EEVEE_ENERGY_ADVANTAGE,LATE_TURN,TURN_STATE,Force the decision context to turn twelve.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,12,3.0,2.0,1.0,Quick Attack,0.72,0.178,0.542,True,False,0.714,0.186,0.528,Quick Attack,0.006000000000000005,-0.008000000000000007,0.014000000000000012,False,False
4WE_PAIR_002_V01,4WE_PAIR_002_V01__OPPONENT,Opponent,T52_S001__BASELINE,BASELINE,4,OBSERVED_ENERGY_CONTEXT,BASELINE,BASELINE,Preserve the original expanded case exactly.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,4,3.0,3.0,0.0,Quick Attack,0.712,0.188,0.524,True,False,0.712,0.188,0.524,Quick Attack,0.0,0.0,0.0,False,False
4WE_PAIR_002_V01,4WE_PAIR_002_V01__OPPONENT,Opponent,T52_S001__BASELINE,BASELINE,4,OBSERVED_ENERGY_CONTEXT,LEGAL_SIGNATURE_ASCENSION_ONLY,LEGAL_STRUCTURE,Expose Ascension as the only legal action.,['Ascension'],Ascension,4,3.0,3.0,0.0,Ascension,0.042,0.65,-0.608,False,True,0.712,0.188,0.524,Quick Attack,-0.6699999999999999,0.462,-1.1320000000000001,True,True
4WE_PAIR_002_V01,4WE_PAIR_002_V01__OPPONENT,Opponent,T52_S001__BASELINE,BASELINE,4,OBSERVED_ENERGY_CONTEXT,LEGAL_SIGNATURE_QUICK_ATTACK_ONLY,LEGAL_STRUCTURE,Expose Quick Attack as the only legal action.,['Quick Attack'],Quick Attack,4,3.0,3.0,0.0,Ascension,0.156,0.406,-0.25,False,True,0.712,0.188,0.524,Quick Attack,-0.5559999999999999,0.21800000000000003,-0.774,True,True
4WE_PAIR_002_V01,4WE_PAIR_002_V01__OPPONENT,Opponent,T52_S001__BASELINE,BASELINE,4,OBSERVED_ENERGY_CONTEXT,LOW_ACTING_ENERGY,ENERGY_STATE,Reduce the acting Pokémon to one attached energy.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,4,1.0,3.0,-2.0,Quick Attack,0.704,0.196,0.508,True,False,0.712,0.188,0.524,Quick Attack,-0.008000000000000007,0.008000000000000007,-0.016000000000000014,False,False
4WE_PAIR_002_V01,4WE_PAIR_002_V01__OPPONENT,Opponent,T52_S001__BASELINE,BASELINE,4,OBSERVED_ENERGY_CONTEXT,HIGH_ACTING_ENERGY,ENERGY_STATE,Increase the acting Pokémon to four attached energy.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,4,4.0,3.0,1.0,Quick Attack,0.718,0.182,0.536,True,False,0.712,0.188,0.524,Quick Attack,0.006000000000000005,-0.006000000000000005,0.01200000000000001,False,False
4WE_PAIR_002_V01,4WE_PAIR_002_V01__OPPONENT,Opponent,T52_S001__BASELINE,BASELINE,4,OBSERVED_ENERGY_CONTEXT,ACTING_ENERGY_DISADVANTAGE,ENERGY_STATE,Set acting energy to two and opposing energy to four.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,4,2.0,4.0,-2.0,Quick Attack,0.708,0.194,0.514,True,False,0.712,0.188,0.524,Quick Attack,-0.0040000000000000036,0.006000000000000005,-0.010000000000000009,False,False
4WE_PAIR_002_V01,4WE_PAIR_002_V01__OPPONENT,Opponent,T52_S001__BASELINE,BASELINE,4,OBSERVED_ENERGY_CONTEXT,ACTING_ENERGY_ADVANTAGE,ENERGY_STATE,Set acting energy to four and opposing energy to one.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,4,4.0,1.0,3.0,Quick Attack,0.714,0.186,0.528,True,False,0.712,0.188,0.524,Quick Attack,0.0020000000000000018,-0.0020000000000000018,0.0040000000000000036,False,False
4WE_PAIR_002_V01,4WE_PAIR_002_V01__OPPONENT,Opponent,T52_S001__BASELINE,BASELINE,4,OBSERVED_ENERGY_CONTEXT,EARLY_TURN,TURN_STATE,Force the decision context to turn one.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,1,3.0,3.0,0.0,Quick Attack,0.702,0.176,0.526,True,False,0.712,0.188,0.524,Quick Attack,-0.010000000000000009,-0.01200000000000001,0.0020000000000000018,False,False
4WE_PAIR_002_V01,4WE_PAIR_002_V01__OPPONENT,Opponent,T52_S001__BASELINE,BASELINE,4,OBSERVED_ENERGY_CONTEXT,LATE_TURN,TURN_STATE,Force the decision context to turn twelve.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,12,3.0,3.0,0.0,Quick Attack,0.718,0.18,0.538,True,False,0.712,0.188,0.524,Quick Attack,0.006000000000000005,-0.008000000000000007,0.014000000000000012,False,False
4WE_PAIR_002_V01,4WE_PAIR_002_V01__PLAYER,Player,T52_S001__BASELINE,BASELINE,4,OBSERVED_ENERGY_CONTEXT,BASELINE,BASELINE,Preserve the original expanded case exactly.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,4,3.0,3.0,0.0,Quick Attack,0.714,0.186,0.528,True,False,0.714,0.186,0.528,Quick Attack,0.0,0.0,0.0,False,False
4WE_PAIR_002_V01,4WE_PAIR_002_V01__PLAYER,Player,T52_S001__BASELINE,BASELINE,4,OBSERVED_ENERGY_CONTEXT,LEGAL_SIGNATURE_ASCENSION_ONLY,LEGAL_STRUCTURE,Expose Ascension as the only legal action.,['Ascension'],Ascension,4,3.0,3.0,0.0,Ascension,0.042,0.648,-0.606,False,True,0.714,0.186,0.528,Quick Attack,-0.6719999999999999,0.462,-1.134,True,True
4WE_PAIR_002_V01,4WE_PAIR_002_V01__PLAYER,Player,T52_S001__BASELINE,BASELINE,4,OBSERVED_ENERGY_CONTEXT,LEGAL_SIGNATURE_QUICK_ATTACK_ONLY,LEGAL_STRUCTURE,Expose Quick Attack as the only legal action.,['Quick Attack'],Quick Attack,4,3.0,3.0,0.0,Ascension,0.156,0.404,-0.24800000000000003,False,True,0.714,0.186,0.528,Quick Attack,-0.5579999999999999,0.21800000000000003,-0.776,True,True
4WE_PAIR_002_V01,4WE_PAIR_002_V01__PLAYER,Player,T52_S001__BASELINE,BASELINE,4,OBSERVED_ENERGY_CONTEXT,LOW_ACTING_ENERGY,ENERGY_STATE,Reduce the acting Pokémon to one attached energy.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,4,1.0,3.0,-2.0,Quick Attack,0.706,0.196,0.51,True,False,0.714,0.186,0.528,Quick Attack,-0.008000000000000007,0.010000000000000009,-0.018000000000000016,False,False
4WE_PAIR_002_V01,4WE_PAIR_002_V01__PLAYER,Player,T52_S001__BASELINE,BASELINE,4,OBSERVED_ENERGY_CONTEXT,HIGH_ACTING_ENERGY,ENERGY_STATE,Increase the acting Pokémon to four attached energy.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,4,4.0,3.0,1.0,Quick Attack,0.718,0.182,0.536,True,False,0.714,0.186,0.528,Quick Attack,0.0040000000000000036,-0.0040000000000000036,0.008000000000000007,False,False
4WE_PAIR_002_V01,4WE_PAIR_002_V01__PLAYER,Player,T52_S001__BASELINE,BASELINE,4,OBSERVED_ENERGY_CONTEXT,ACTING_ENERGY_DISADVANTAGE,ENERGY_STATE,Set acting energy to two and opposing energy to four.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,4,2.0,4.0,-2.0,Quick Attack,0.712,0.19,0.522,True,False,0.714,0.186,0.528,Quick Attack,-0.0020000000000000018,0.0040000000000000036,-0.006000000000000005,False,False
4WE_PAIR_002_V01,4WE_PAIR_002_V01__PLAYER,Player,T52_S001__BASELINE,BASELINE,4,OBSERVED_ENERGY_CONTEXT,ACTING_ENERGY_ADVANTAGE,ENERGY_STATE,Set acting energy to four and opposing energy to one.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,4,4.0,1.0,3.0,Quick Attack,0.714,0.184,0.53,True,False,0.714,0.186,0.528,Quick Attack,0.0,-0.0020000000000000018,0.0020000000000000018,False,False
4WE_PAIR_002_V01,4WE_PAIR_002_V01__PLAYER,Player,T52_S001__BASELINE,BASELINE,4,OBSERVED_ENERGY_CONTEXT,EARLY_TURN,TURN_STATE,Force the decision context to turn one.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,1,3.0,3.0,0.0,Quick Attack,0.704,0.174,0.53,True,False,0.714,0.186,0.528,Quick Attack,-0.010000000000000009,-0.01200000000000001,0.0020000000000000018,False,False
4WE_PAIR_002_V01,4WE_PAIR_002_V01__PLAYER,Player,T52_S001__BASELINE,BASELINE,4,OBSERVED_ENERGY_CONTEXT,LATE_TURN,TURN_STATE,Force the decision context to turn twelve.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,12,3.0,3.0,0.0,Quick Attack,0.72,0.178,0.542,True,False,0.714,0.186,0.528,Quick Attack,0.006000000000000005,-0.008000000000000007,0.014000000000000012,False,False
4WE_PAIR_002_V02,4WE_PAIR_002_V02__OPPONENT,Opponent,T52_S001__BASELINE,BASELINE,4,MINIMUM_MULTI_ACTION_ENERGY,BASELINE,BASELINE,Preserve the original expanded case exactly.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,4,2.0,3.0,-1.0,Quick Attack,0.706,0.196,0.51,True,False,0.706,0.196,0.51,Quick Attack,0.0,0.0,0.0,False,False
4WE_PAIR_002_V02,4WE_PAIR_002_V02__OPPONENT,Opponent,T52_S001__BASELINE,BASELINE,4,MINIMUM_MULTI_ACTION_ENERGY,LEGAL_SIGNATURE_ASCENSION_ONLY,LEGAL_STRUCTURE,Expose Ascension as the only legal action.,['Ascension'],Ascension,4,2.0,3.0,-1.0,Ascension,0.04,0.658,-0.618,False,True,0.706,0.196,0.51,Quick Attack,-0.6659999999999999,0.462,-1.1280000000000001,True,True
4WE_PAIR_002_V02,4WE_PAIR_002_V02__OPPONENT,Opponent,T52_S001__BASELINE,BASELINE,4,MINIMUM_MULTI_ACTION_ENERGY,LEGAL_SIGNATURE_QUICK_ATTACK_ONLY,LEGAL_STRUCTURE,Expose Quick Attack as the only legal action.,['Quick Attack'],Quick Attack,4,2.0,3.0,-1.0,Ascension,0.152,0.412,-0.26,False,True,0.706,0.196,0.51,Quick Attack,-0.5539999999999999,0.21599999999999997,-0.77,True,True
4WE_PAIR_002_V02,4WE_PAIR_002_V02__OPPONENT,Opponent,T52_S001__BASELINE,BASELINE,4,MINIMUM_MULTI_ACTION_ENERGY,LOW_ACTING_ENERGY,ENERGY_STATE,Reduce the acting Pokémon to one attached energy.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,4,1.0,3.0,-2.0,Quick Attack,0.704,0.196,0.508,True,False,0.706,0.196,0.51,Quick Attack,-0.0020000000000000018,0.0,-0.0020000000000000018,False,False
4WE_PAIR_002_V02,4WE_PAIR_002_V02__OPPONENT,Opponent,T52_S001__BASELINE,BASELINE,4,MINIMUM_MULTI_ACTION_ENERGY,HIGH_ACTING_ENERGY,ENERGY_STATE,Increase the acting Pokémon to four attached energy.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,4,4.0,3.0,1.0,Quick Attack,0.718,0.182,0.536,True,False,0.706,0.196,0.51,Quick Attack,0.01200000000000001,-0.014000000000000012,0.026000000000000023,False,False
4WE_PAIR_002_V02,4WE_PAIR_002_V02__OPPONENT,Opponent,T52_S001__BASELINE,BASELINE,4,MINIMUM_MULTI_ACTION_ENERGY,ACTING_ENERGY_DISADVANTAGE,ENERGY_STATE,Set acting energy to two and opposing energy to four.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,4,2.0,4.0,-2.0,Quick Attack,0.708,0.194,0.514,True,False,0.706,0.196,0.51,Quick Attack,0.0020000000000000018,-0.0020000000000000018,0.0040000000000000036,False,False
4WE_PAIR_002_V02,4WE_PAIR_002_V02__OPPONENT,Opponent,T52_S001__BASELINE,BASELINE,4,MINIMUM_MULTI_ACTION_ENERGY,ACTING_ENERGY_ADVANTAGE,ENERGY_STATE,Set acting energy to four and opposing energy to one.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,4,4.0,1.0,3.0,Quick Attack,0.714,0.186,0.528,True,False,0.706,0.196,0.51,Quick Attack,0.008000000000000007,-0.010000000000000009,0.018000000000000016,False,False
4WE_PAIR_002_V02,4WE_PAIR_002_V02__OPPONENT,Opponent,T52_S001__BASELINE,BASELINE,4,MINIMUM_MULTI_ACTION_ENERGY,EARLY_TURN,TURN_STATE,Force the decision context to turn one.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,1,2.0,3.0,-1.0,Quick Attack,0.696,0.184,0.512,True,False,0.706,0.196,0.51,Quick Attack,-0.010000000000000009,-0.01200000000000001,0.0020000000000000018,False,False
4WE_PAIR_002_V02,4WE_PAIR_002_V02__OPPONENT,Opponent,T52_S001__BASELINE,BASELINE,4,MINIMUM_MULTI_ACTION_ENERGY,LATE_TURN,TURN_STATE,Force the decision context to turn twelve.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,12,2.0,3.0,-1.0,Quick Attack,0.712,0.188,0.524,True,False,0.706,0.196,0.51,Quick Attack,0.006000000000000005,-0.008000000000000007,0.014000000000000012,False,False
4WE_PAIR_002_V02,4WE_PAIR_002_V02__PLAYER,Player,T52_S001__BASELINE,BASELINE,4,MINIMUM_MULTI_ACTION_ENERGY,BASELINE,BASELINE,Preserve the original expanded case exactly.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,4,2.0,3.0,-1.0,Quick Attack,0.708,0.194,0.514,True,False,0.708,0.194,0.514,Quick Attack,0.0,0.0,0.0,False,False
4WE_PAIR_002_V02,4WE_PAIR_002_V02__PLAYER,Player,T52_S001__BASELINE,BASELINE,4,MINIMUM_MULTI_ACTION_ENERGY,LEGAL_SIGNATURE_ASCENSION_ONLY,LEGAL_STRUCTURE,Expose Ascension as the only legal action.,['Ascension'],Ascension,4,2.0,3.0,-1.0,Ascension,0.04,0.656,-0.616,False,True,0.708,0.194,0.514,Quick Attack,-0.6679999999999999,0.462,-1.13,True,True
4WE_PAIR_002_V02,4WE_PAIR_002_V02__PLAYER,Player,T52_S001__BASELINE,BASELINE,4,MINIMUM_MULTI_ACTION_ENERGY,LEGAL_SIGNATURE_QUICK_ATTACK_ONLY,LEGAL_STRUCTURE,Expose Quick Attack as the only legal action.,['Quick Attack'],Quick Attack,4,2.0,3.0,-1.0,Ascension,0.152,0.41,-0.258,False,True,0.708,0.194,0.514,Quick Attack,-0.5559999999999999,0.21599999999999997,-0.772,True,True
4WE_PAIR_002_V02,4WE_PAIR_002_V02__PLAYER,Player,T52_S001__BASELINE,BASELINE,4,MINIMUM_MULTI_ACTION_ENERGY,LOW_ACTING_ENERGY,ENERGY_STATE,Reduce the acting Pokémon to one attached energy.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,4,1.0,3.0,-2.0,Quick Attack,0.706,0.196,0.51,True,False,0.708,0.194,0.514,Quick Attack,-0.0020000000000000018,0.0020000000000000018,-0.0040000000000000036,False,False
4WE_PAIR_002_V02,4WE_PAIR_002_V02__PLAYER,Player,T52_S001__BASELINE,BASELINE,4,MINIMUM_MULTI_ACTION_ENERGY,HIGH_ACTING_ENERGY,ENERGY_STATE,Increase the acting Pokémon to four attached energy.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,4,4.0,3.0,1.0,Quick Attack,0.718,0.182,0.536,True,False,0.708,0.194,0.514,Quick Attack,0.010000000000000009,-0.01200000000000001,0.02200000000000002,False,False
4WE_PAIR_002_V02,4WE_PAIR_002_V02__PLAYER,Player,T52_S001__BASELINE,BASELINE,4,MINIMUM_MULTI_ACTION_ENERGY,ACTING_ENERGY_DISADVANTAGE,ENERGY_STATE,Set acting energy to two and opposing energy to four.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,4,2.0,4.0,-2.0,Quick Attack,0.712,0.19,0.522,True,False,0.708,0.194,0.514,Quick Attack,0.0040000000000000036,-0.0040000000000000036,0.008000000000000007,False,False
4WE_PAIR_002_V02,4WE_PAIR_002_V02__PLAYER,Player,T52_S001__BASELINE,BASELINE,4,MINIMUM_MULTI_ACTION_ENERGY,ACTING_ENERGY_ADVANTAGE,ENERGY_STATE,Set acting energy to four and opposing energy to one.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,4,4.0,1.0,3.0,Quick Attack,0.714,0.184,0.53,True,False,0.708,0.194,0.514,Quick Attack,0.006000000000000005,-0.010000000000000009,0.016000000000000014,False,False
4WE_PAIR_002_V02,4WE_PAIR_002_V02__PLAYER,Player,T52_S001__BASELINE,BASELINE,4,MINIMUM_MULTI_ACTION_ENERGY,EARLY_TURN,TURN_STATE,Force the decision context to turn one.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,1,2.0,3.0,-1.0,Quick Attack,0.698,0.182,0.516,True,False,0.708,0.194,0.514,Quick Attack,-0.010000000000000009,-0.01200000000000001,0.0020000000000000018,False,False
4WE_PAIR_002_V02,4WE_PAIR_002_V02__PLAYER,Player,T52_S001__BASELINE,BASELINE,4,MINIMUM_MULTI_ACTION_ENERGY,LATE_TURN,TURN_STATE,Force the decision context to turn twelve.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,12,2.0,3.0,-1.0,Quick Attack,0.714,0.186,0.528,True,False,0.708,0.194,0.514,Quick Attack,0.006000000000000005,-0.008000000000000007,0.014000000000000012,False,False
4WE_PAIR_002_V03,4WE_PAIR_002_V03__OPPONENT,Opponent,T52_S001__BASELINE,BASELINE,4,SYMMETRIC_TWO_ENERGY,BASELINE,BASELINE,Preserve the original expanded case exactly.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,4,2.0,2.0,0.0,Quick Attack,0.706,0.196,0.51,True,False,0.706,0.196,0.51,Quick Attack,0.0,0.0,0.0,False,False
4WE_PAIR_002_V03,4WE_PAIR_002_V03__OPPONENT,Opponent,T52_S001__BASELINE,BASELINE,4,SYMMETRIC_TWO_ENERGY,LEGAL_SIGNATURE_ASCENSION_ONLY,LEGAL_STRUCTURE,Expose Ascension as the only legal action.,['Ascension'],Ascension,4,2.0,2.0,0.0,Ascension,0.04,0.658,-0.618,False,True,0.706,0.196,0.51,Quick Attack,-0.6659999999999999,0.462,-1.1280000000000001,True,True
4WE_PAIR_002_V03,4WE_PAIR_002_V03__OPPONENT,Opponent,T52_S001__BASELINE,BASELINE,4,SYMMETRIC_TWO_ENERGY,LEGAL_SIGNATURE_QUICK_ATTACK_ONLY,LEGAL_STRUCTURE,Expose Quick Attack as the only legal action.,['Quick Attack'],Quick Attack,4,2.0,2.0,0.0,Ascension,0.152,0.412,-0.26,False,True,0.706,0.196,0.51,Quick Attack,-0.5539999999999999,0.21599999999999997,-0.77,True,True
4WE_PAIR_002_V03,4WE_PAIR_002_V03__OPPONENT,Opponent,T52_S001__BASELINE,BASELINE,4,SYMMETRIC_TWO_ENERGY,LOW_ACTING_ENERGY,ENERGY_STATE,Reduce the acting Pokémon to one attached energy.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,4,1.0,2.0,-1.0,Quick Attack,0.704,0.196,0.508,True,False,0.706,0.196,0.51,Quick Attack,-0.0020000000000000018,0.0,-0.0020000000000000018,False,False
4WE_PAIR_002_V03,4WE_PAIR_002_V03__OPPONENT,Opponent,T52_S001__BASELINE,BASELINE,4,SYMMETRIC_TWO_ENERGY,HIGH_ACTING_ENERGY,ENERGY_STATE,Increase the acting Pokémon to four attached energy.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,4,4.0,2.0,2.0,Quick Attack,0.718,0.182,0.536,True,False,0.706,0.196,0.51,Quick Attack,0.01200000000000001,-0.014000000000000012,0.026000000000000023,False,False
4WE_PAIR_002_V03,4WE_PAIR_002_V03__OPPONENT,Opponent,T52_S001__BASELINE,BASELINE,4,SYMMETRIC_TWO_ENERGY,ACTING_ENERGY_DISADVANTAGE,ENERGY_STATE,Set acting energy to two and opposing energy to four.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,4,2.0,4.0,-2.0,Quick Attack,0.708,0.194,0.514,True,False,0.706,0.196,0.51,Quick Attack,0.0020000000000000018,-0.0020000000000000018,0.0040000000000000036,False,False
4WE_PAIR_002_V03,4WE_PAIR_002_V03__OPPONENT,Opponent,T52_S001__BASELINE,BASELINE,4,SYMMETRIC_TWO_ENERGY,ACTING_ENERGY_ADVANTAGE,ENERGY_STATE,Set acting energy to four and opposing energy to one.,"['Ascension', 'Quick Attack']",Ascension | Quick Attack,4,4.0,1.0,3.0,Quick Attack,0.714,0.186,0.528,True,False,0.706,0.196,0.51,Quick Attack,0.008000000000000007,-0.010000000000000009,0.018000000000000016,False,False
